source,line_or_turn,field,entity_type,detected_text,confidence,start,end
logs_sample.jsonl,22,full_log_record,EMAIL_ADDRESS,daniel.okonkwo@example.net,1.0,176,202
logs_sample.jsonl,22,full_log_record,EMAIL_ADDRESS,daniel.okonkwo@example.net,1.0,285,311
logs_sample.jsonl,22,full_log_record,PERSON,Daniel Okonkwo,0.85,258,272
logs_sample.jsonl,22,full_log_record,DATE_TIME,4419,0.85,363,367
logs_sample.jsonl,22,full_log_record,LOCATION,Hawthorne Blvd,0.85,371,385
logs_sample.jsonl,22,full_log_record,LOCATION,Portland,0.85,387,395
logs_sample.jsonl,22,full_log_record,PHONE_NUMBER,+1-503-555-0178,0.75,324,339
logs_sample.jsonl,22,full_log_record,URL,example.net,0.5,191,202
logs_sample.jsonl,22,full_log_record,URL,example.net,0.5,300,311
logs_sample.jsonl,22,full_log_record,PHONE_NUMBER,1721002877,0.4,7,17
logs_sample.jsonl,22,full_log_record,PHONE_NUMBER,1721002877,0.4,88,98
logs_sample.jsonl,22,full_log_record,US_BANK_NUMBER,1721002877,0.05,7,17
logs_sample.jsonl,23,full_log_record,EMAIL_ADDRESS,sofia.bergqvist@example.com,1.0,873,900
logs_sample.jsonl,23,full_log_record,DATE_TIME,2026-07-25,0.95,1188,1198
logs_sample.jsonl,23,full_log_record,DATE_TIME,2026-07-30,0.95,1220,1230
logs_sample.jsonl,23,full_log_record,LOCATION,kb_search      ,0.85,603,618
logs_sample.jsonl,23,full_log_record,DATE_TIME,two weeks,0.85,739,748
logs_sample.jsonl,23,full_log_record,PERSON,Sofia Bergqvist,0.85,845,860
logs_sample.jsonl,23,full_log_record,LOCATION,Seattle,0.85,974,981
logs_sample.jsonl,23,full_log_record,LOCATION,WA,0.85,983,985
logs_sample.jsonl,23,full_log_record,DATE_TIME,2025-06-08,0.85,1046,1056
logs_sample.jsonl,23,full_log_record,PHONE_NUMBER,+1-206-555-0165,0.75,913,928
logs_sample.jsonl,23,full_log_record,URL,sofia.be,0.5,873,881
logs_sample.jsonl,23,full_log_record,URL,example.com,0.5,889,900
logs_sample.jsonl,23,full_log_record,PHONE_NUMBER,1721003014,0.4,7,17
logs_sample.jsonl,23,full_log_record,PHONE_NUMBER,1721003014,0.4,88,98
logs_sample.jsonl,23,full_log_record,US_BANK_NUMBER,1721003014,0.05,7,17
logs_sample.jsonl,24,full_log_record,DATE_TIME,1721003151,0.85,7,17
logs_sample.jsonl,24,full_log_record,DATE_TIME,30-day,0.85,173,179
logs_sample.jsonl,24,full_log_record,PHONE_NUMBER,1721003151,0.4,7,17
logs_sample.jsonl,24,full_log_record,PHONE_NUMBER,1721003151,0.4,90,100
logs_sample.jsonl,24,full_log_record,US_BANK_NUMBER,1721003151,0.05,7,17
logs_sample.jsonl,25,full_log_record,PHONE_NUMBER,1721003288,0.4,7,17
logs_sample.jsonl,25,full_log_record,PHONE_NUMBER,1721003288,0.4,88,98
logs_sample.jsonl,25,full_log_record,US_BANK_NUMBER,1721003288,0.05,7,17
logs_sample.jsonl,26,full_log_record,IP_ADDRESS,134.138.164.212,0.95,218,233
logs_sample.jsonl,26,full_log_record,PHONE_NUMBER,1721003425,0.4,7,17
logs_sample.jsonl,26,full_log_record,PHONE_NUMBER,1721003425,0.4,90,100
logs_sample.jsonl,26,full_log_record,US_BANK_NUMBER,1721003425,0.05,7,17
logs_sample.jsonl,27,full_log_record,EMAIL_ADDRESS,daniel.okonkwo@example.net,1.0,176,202
logs_sample.jsonl,27,full_log_record,EMAIL_ADDRESS,daniel.okonkwo@example.net,1.0,285,311
logs_sample.jsonl,27,full_log_record,DATE_TIME,1721003562,0.85,7,17
logs_sample.jsonl,27,full_log_record,PERSON,Daniel Okonkwo,0.85,258,272
logs_sample.jsonl,27,full_log_record,DATE_TIME,4419,0.85,363,367
logs_sample.jsonl,27,full_log_record,LOCATION,Hawthorne Blvd,0.85,371,385
logs_sample.jsonl,27,full_log_record,LOCATION,Portland,0.85,387,395
logs_sample.jsonl,27,full_log_record,PHONE_NUMBER,+1-503-555-0178,0.75,324,339
logs_sample.jsonl,27,full_log_record,URL,example.net,0.5,191,202
logs_sample.jsonl,27,full_log_record,URL,example.net,0.5,300,311
logs_sample.jsonl,27,full_log_record,PHONE_NUMBER,1721003562,0.4,7,17
logs_sample.jsonl,27,full_log_record,PHONE_NUMBER,1721003562,0.4,88,98
logs_sample.jsonl,27,full_log_record,US_BANK_NUMBER,1721003562,0.05,7,17
logs_sample.jsonl,28,full_log_record,EMAIL_ADDRESS,priya.raghunathan@example.org,1.0,880,909
logs_sample.jsonl,28,full_log_record,DATE_TIME,2025-04-04,0.95,1195,1205
logs_sample.jsonl,28,full_log_record,DATE_TIME,2025-04-09,0.95,1227,1237
logs_sample.jsonl,28,full_log_record,LOCATION,sess_1721003699_ba4f83,0.85,83,105
logs_sample.jsonl,28,full_log_record,LOCATION,kb_search      ,0.85,603,618
logs_sample.jsonl,28,full_log_record,LOCATION,Newton,0.85,981,987
logs_sample.jsonl,28,full_log_record,DATE_TIME,2021-09-30,0.85,1052,1062
logs_sample.jsonl,28,full_log_record,PHONE_NUMBER,+1-617-555-0192,0.75,922,937
logs_sample.jsonl,28,full_log_record,URL,example.org,0.5,898,909
logs_sample.jsonl,28,full_log_record,PHONE_NUMBER,1721003699,0.4,7,17
logs_sample.jsonl,28,full_log_record,PHONE_NUMBER,1721003699,0.4,88,98
logs_sample.jsonl,28,full_log_record,US_BANK_NUMBER,1721003699,0.05,7,17
logs_sample.jsonl,29,full_log_record,PHONE_NUMBER,1721003836,0.4,7,17
logs_sample.jsonl,29,full_log_record,PHONE_NUMBER,1721003836,0.4,90,100
logs_sample.jsonl,29,full_log_record,US_BANK_NUMBER,1721003836,0.05,7,17
logs_sample.jsonl,30,full_log_record,PHONE_NUMBER,1721003973,0.4,7,17
logs_sample.jsonl,30,full_log_record,PHONE_NUMBER,1721003973,0.4,88,98
logs_sample.jsonl,30,full_log_record,US_BANK_NUMBER,1721003973,0.05,7,17
logs_sample.jsonl,31,full_log_record,IP_ADDRESS,53.91.228.72,0.95,220,232
logs_sample.jsonl,31,full_log_record,DATE_TIME,1721004110,0.85,7,17
logs_sample.jsonl,31,full_log_record,PHONE_NUMBER,1721004110,0.4,7,17
logs_sample.jsonl,31,full_log_record,PHONE_NUMBER,1721004110,0.4,90,100
logs_sample.jsonl,31,full_log_record,US_BANK_NUMBER,1721004110,0.05,7,17
logs_sample.jsonl,32,full_log_record,EMAIL_ADDRESS,marcus.webb@example.com,1.0,176,199
logs_sample.jsonl,32,full_log_record,EMAIL_ADDRESS,marcus.webb@example.com,1.0,279,302
logs_sample.jsonl,32,full_log_record,PERSON,Marcus Webb,0.85,255,266
logs_sample.jsonl,32,full_log_record,DATE_TIME,1877,0.85,354,358
logs_sample.jsonl,32,full_log_record,LOCATION,Chicago,0.85,380,387
logs_sample.jsonl,32,full_log_record,DATE_TIME,8802,0.85,425,429
logs_sample.jsonl,32,full_log_record,PHONE_NUMBER,+1-312-555-0143,0.75,315,330
logs_sample.jsonl,32,full_log_record,URL,example.com,0.5,188,199
logs_sample.jsonl,32,full_log_record,URL,example.com,0.5,291,302
logs_sample.jsonl,32,full_log_record,PHONE_NUMBER,1721004247,0.4,7,17
logs_sample.jsonl,32,full_log_record,PHONE_NUMBER,1721004247,0.4,88,98
logs_sample.jsonl,32,full_log_record,US_BANK_NUMBER,1721004247,0.05,7,17
logs_sample.jsonl,33,full_log_record,EMAIL_ADDRESS,sofia.bergqvist@example.com,1.0,876,903
logs_sample.jsonl,33,full_log_record,DATE_TIME,2025-06-07,0.95,1191,1201
